txn_id,amount,is_fraud,model_alert
TX0000073,86.25,0,0
TX0000074,48.92,0,0
TX0000075,83.47,0,0
TX0000076,37.6,0,0
TX0000077,42.34,0,0
TX0000078,6.8,0,0
TX0000079,43.03,0,0
TX0000080,393.47,0,0
TX0000081,34.72,0,0
TX0000082,134.55,0,0
TX0000083,12.82,0,0
TX0000084,140.84,0,0
TX0000085,12.81,0,0
TX0000086,33.59,0,0
TX0000087,4.98,0,0
TX0000088,21.08,0,0
TX0000089,77.37,0,0
TX0000090,113.84,0,0
TX0000091,372.52,0,0
TX0000092,516.09,0,0
TX0000093,191.88,0,0
TX0000094,9.58,0,0
TX0000095,21.56,0,0
TX0000096,80.99,0,0
TX0000097,26.93,0,0
TX0000098,57.78,0,0
TX0000099,51.55,0,0
TX0000100,167.2,0,0
TX0000101,53.62,0,0
TX0000102,22.62,0,0
TX0000103,108.48,0,0
TX0000104,41.06,0,0
TX0000105,17.33,0,0
TX0000106,76.92,0,0
TX0000107,694.12,0,0
TX0000108,216.11,0,0
TX0000109,102.64,0,1
TX0000110,34.96,0,0
TX0000111,56.53,0,1
TX0000112,37.31,0,0
TX0000113,94.16,0,0
TX0000114,39.12,0,0
TX0000115,78.16,0,0
TX0000116,40.32,0,0
TX0000117,38.56,0,0
TX0000118,63.3,0,0
TX0000119,44.2,0,0
TX0000120,60.16,0,0
TX0000121,17.0,0,0
TX0000122,8.83,0,0
TX0000123,709.21,0,0
TX0000124,76.73,0,0
TX0000125,88.61,0,0
TX0000126,115.78,0,0
TX0000127,213.63,0,0
TX0000128,89.92,0,1
TX0000129,58.14,0,0
TX0000130,38.33,0,0
TX0000131,15.21,0,0
TX0000132,76.41,0,0
TX0000133,40.13,0,0
TX0000134,81.73,0,0
TX0000135,43.26,0,0
TX0000136,10.48,0,0
TX0000137,45.49,0,0
TX0000138,70.34,0,0
TX0000139,110.46,0,0
TX0000140,813.4,0,0
TX0000141,60.01,0,0
TX0000142,38.0,0,0
TX0000143,27.92,0,0
TX0000144,510.48,0,0
TX0000145,12.08,0,0
TX0000146,11.74,0,0
TX0000147,14.12,0,0
TX0000148,25.47,0,0
TX0000149,97.36,0,1
TX0000150,284.08,0,0
TX0000151,422.69,0,0
TX0000152,23.77,0,0
TX0000153,18.11,0,0
TX0000154,106.17,0,0
TX0000155,38.97,0,0
TX0000156,9.1,0,0
TX0000157,22.29,0,0
TX0000158,81.71,0,0
TX0000159,110.33,0,0
TX0000160,39.7,0,0
TX0000161,73.34,0,0
TX0000162,46.61,0,0
TX0000163,15.77,0,0
TX0000164,14.83,0,0
TX0000165,13.82,0,0
TX0000166,199.29,0,0
TX0000167,61.13,0,0
TX0000168,40.63,0,0
TX0000169,23.37,0,0
TX0000170,679.1,0,0
TX0000171,104.27,0,0
TX0000172,9.31,0,0
TX0000173,141.46,0,0
TX0000174,47.75,0,0
TX0000175,81.06,0,0
TX0000176,85.06,0,0
TX0000177,150.28,0,0
TX0000178,108.55,0,0
TX0000179,47.19,0,0
TX0000180,437.12,0,0
TX0000181,89.0,0,0
TX0000182,50.24,0,0
TX0000183,28.53,0,0
TX0000184,9.97,0,0
TX0000185,154.39,0,0
TX0000186,30.65,0,0
TX0000187,19.42,0,0
TX0000188,174.7,0,0
TX0000189,39.87,0,0
TX0000190,2.43,0,0
TX0000191,209.02,0,0
TX0000192,60.38,0,0
TX0000193,17.98,0,0
TX0000194,51.84,0,0
TX0000195,52.99,0,0
TX0000196,25.75,0,0
TX0000197,40.33,0,0
TX0000198,72.62,0,0
TX0000199,151.62,0,0
TX0000200,66.39,0,0
TX0000201,85.07,0,0
TX0000202,270.7,0,0
TX0000203,13.11,0,0
TX0000204,8.09,0,0
TX0000205,60.92,0,0
TX0000206,15.06,0,0
TX0000207,154.58,0,0
TX0000208,100.24,0,0
TX0000209,35.29,0,0
TX0000210,36.43,0,0
TX0000211,52.03,0,0
TX0000212,306.5,0,0
TX0000213,100.73,0,0
TX0000214,29.45,0,0
TX0000215,233.7,0,0
TX0000216,98.67,0,0
TX0000217,20.33,0,0
TX0000218,252.37,0,0
TX0000219,62.41,0,0
TX0000220,32.85,0,0
TX0000221,34.19,0,0
TX0000222,228.31,0,0
TX0000223,75.28,0,0
TX0000224,343.08,0,0
TX0000225,16.95,0,0
TX0000226,54.29,0,0
TX0000227,2.5,0,0
TX0000228,16.43,0,0
TX0000229,13.47,0,0
TX0000230,8.78,0,0
TX0000231,37.24,0,0
TX0000232,789.94,0,0
TX0000233,59.44,0,0
TX0000234,13.11,0,0
TX0000235,59.3,0,0
TX0000236,22.69,0,0
TX0000237,26.44,0,0
TX0000238,49.22,0,0
TX0000239,37.15,0,1
TX0000240,21.64,0,0
TX0000241,21.93,0,0
TX0000242,126.24,0,0
TX0000243,44.4,0,0
TX0000244,10.6,0,0
TX0000245,8.06,0,0
TX0000246,16.75,0,0
TX0000247,20.68,0,0
TX0000248,233.65,0,0
TX0000249,130.52,0,0
TX0000250,173.13,0,0
TX0000251,37.22,0,0
TX0000252,91.69,0,0
TX0000253,20.07,0,0
TX0000254,100.16,0,0
TX0000255,33.23,0,0
TX0000256,28.68,0,0
TX0000257,125.76,0,0
TX0000258,29.04,0,0
TX0000259,7.16,0,0
TX0000260,50.46,0,0
TX0000261,7.1,0,0
TX0000262,65.13,0,0
TX0000263,23.65,0,0
TX0000264,61.73,0,0
TX0000265,31.82,0,0
TX0000266,22.21,0,0
TX0000267,273.43,0,0
TX0000268,47.12,0,0
TX0000269,14.22,0,0
TX0000270,281.89,0,0
TX0000271,100.16,0,0
TX0000272,71.15,0,0
TX0000273,57.32,0,0
TX0000274,109.15,0,0
TX0000275,59.56,0,0
TX0000276,9.57,0,0
TX0000277,17.0,0,0
TX0000278,35.67,0,0
TX0000279,49.15,0,0
TX0000280,79.17,0,0
TX0000281,115.26,0,0
TX0000282,114.03,0,0
TX0000283,49.09,0,0
TX0000284,95.86,0,0
TX0000285,26.04,0,0
TX0000286,18.95,0,0
TX0000287,23.69,0,0
TX0000288,54.52,0,0
TX0000289,34.47,0,0
TX0000290,72.01,0,0
TX0000291,9.29,0,0
TX0000292,205.34,0,0
TX0000293,71.59,0,0
TX0000294,63.06,0,0
TX0000295,20.5,0,0
TX0000296,15.62,0,0
TX0000297,118.68,0,0
TX0000298,55.35,0,0
TX0000299,32.64,0,0
TX0000300,18.05,0,0
TX0000301,7.32,0,0
TX0000302,607.1,0,0
TX0000303,46.51,0,0
TX0000304,119.81,0,0
TX0000305,34.49,0,0
TX0000306,30.95,0,0
TX0000307,130.74,0,0
TX0000308,211.11,0,0
TX0000309,159.44,0,0
TX0000310,13.08,0,0
TX0000311,50.95,0,0
TX0000312,5.82,0,0
TX0000313,63.29,0,1
TX0000314,8.95,0,0
TX0000315,872.21,0,0
TX0000316,47.56,0,0
TX0000317,58.49,0,0
TX0000318,70.14,0,0
TX0000319,34.79,0,0
TX0000320,36.43,0,0
TX0000321,107.54,0,0
TX0000322,24.49,0,0
TX0000323,33.93,0,0
TX0000324,171.28,0,0
TX0000325,39.33,0,0
TX0000326,99.44,0,0
TX0000327,28.19,0,0
TX0000328,111.07,0,0
TX0000329,133.7,0,0
TX0000330,128.11,0,0
TX0000331,26.72,0,0
TX0000332,14.63,0,0
TX0000333,87.6,0,0
TX0000334,61.11,0,0
TX0000335,55.16,0,0
TX0000336,33.69,0,0
TX0000337,234.67,0,0
TX0000338,16.36,0,0
TX0000339,31.85,0,0
TX0000340,339.89,0,0
TX0000341,41.98,0,0
TX0000342,34.49,0,0
TX0000343,62.89,0,0
TX0000344,47.43,0,0
TX0000345,77.41,0,0
TX0000346,136.49,0,0
TX0000347,79.04,0,0
TX0000348,132.82,0,0
TX0000349,19.52,0,0
TX0000350,49.83,0,0
TX0000351,149.2,0,0
TX0000352,102.04,0,0
TX0000353,74.03,0,0
TX0000354,154.18,0,1
TX0000355,309.69,0,0
TX0000356,26.96,0,0
TX0000357,21.82,0,0
TX0000358,235.05,0,0
TX0000359,199.41,0,0
TX0000360,13.17,0,0
TX0000361,47.08,0,0
TX0000362,153.89,0,0
TX0000363,24.62,0,0
TX0000364,29.05,0,0
TX0000365,136.46,0,0
TX0000366,19.83,0,0
TX0000367,73.06,0,0
TX0000368,3.27,0,0
TX0000369,223.59,0,0
TX0000370,20.19,0,0
TX0000371,173.74,0,0
TX0000372,67.47,0,0
TX0000373,57.58,0,0
TX0000374,94.84,0,0
TX0000375,66.4,0,0
TX0000376,19.24,0,0
TX0000377,5.94,0,0
TX0000378,370.2,0,0
TX0000379,500.2,0,0
TX0000380,39.69,0,0
TX0000381,35.1,0,0
TX0000382,25.33,0,0
TX0000383,16.86,0,0
TX0000384,234.78,0,0
TX0000385,22.82,0,0
TX0000386,60.21,0,0
TX0000387,214.66,0,0
TX0000388,12.66,0,0
TX0000389,14.2,0,0
TX0000390,1514.28,0,0
TX0000391,17.19,0,0
TX0000392,42.39,0,1
TX0000393,38.96,0,0
TX0000394,210.01,0,0
TX0000395,75.13,0,0
TX0000396,26.3,0,0
TX0000397,63.67,0,0
TX0000398,14.71,0,0
TX0000399,11.57,0,0
TX0000400,5.66,0,1
TX0000401,9.19,0,0
TX0000402,172.39,0,0
TX0000403,210.8,0,0
TX0000404,139.04,0,0
TX0000405,307.56,0,0
TX0000406,590.86,0,0
TX0000407,53.4,0,0
TX0000408,40.76,0,0
TX0000409,20.29,0,0
TX0000410,68.76,0,0
TX0000411,181.74,0,0
TX0000412,23.53,0,0
TX0000413,33.99,0,0
TX0000414,188.12,0,0
TX0000415,25.21,0,1
TX0000416,177.75,0,0
TX0000417,23.27,0,0
TX0000418,31.32,0,0
TX0000419,198.46,0,0
TX0000420,11.62,0,0
TX0000421,24.6,0,1
TX0000422,9.43,0,0
TX0000423,18.42,0,0
TX0000424,100.82,0,0
TX0000425,67.33,0,0
TX0000426,37.61,0,0
TX0000427,73.4,0,1
TX0000428,45.31,0,0
TX0000429,54.36,0,1
TX0000430,167.14,0,0
TX0000431,315.31,0,0
TX0000432,65.25,0,0
TX0000433,34.28,0,0
TX0000434,71.42,0,0
TX0000435,25.97,0,0
TX0000436,99.06,0,0
TX0000437,22.36,0,0
TX0000438,118.84,0,0
TX0000439,15.83,0,0
TX0000440,77.48,0,0
TX0000441,58.54,0,0
TX0000442,22.96,0,0
TX0000443,21.47,0,0
TX0000444,38.39,0,0
TX0000445,49.72,0,0
TX0000446,61.75,0,0
TX0000447,104.17,0,0
TX0000448,162.89,0,0
TX0000449,28.04,0,0
TX0000450,195.46,0,0
TX0000451,11.5,0,0
TX0000452,87.95,0,0
TX0000453,21.86,0,0
TX0000454,23.0,0,0
TX0000455,208.54,0,0
TX0000456,10.3,0,0
TX0000457,121.64,0,0
TX0000458,88.58,0,0
TX0000459,64.95,0,0
TX0000460,58.06,0,0
TX0000461,56.79,0,0
TX0000462,305.48,0,1
TX0000463,431.23,0,0
TX0000464,105.52,0,0
TX0000465,618.4,0,0
TX0000466,21.26,0,0
TX0000467,404.25,0,1
TX0000468,30.45,0,0
TX0000469,15.07,0,0
TX0000470,79.71,0,0
TX0000471,22.63,0,0
TX0000472,189.34,0,0
TX0000473,35.71,0,0
TX0000474,26.87,0,0
TX0000475,67.7,0,0
TX0000476,42.13,0,0
TX0000477,24.27,0,0
TX0000478,115.81,0,1
TX0000479,20.71,0,0
TX0000480,136.94,0,0
TX0000481,66.24,0,0
TX0000482,61.85,0,0
TX0000483,13.51,0,0
TX0000484,10.15,0,0
TX0000485,106.07,0,0
TX0000486,71.63,0,0
TX0000487,340.88,0,0
TX0000488,19.66,0,0
TX0000489,18.86,0,0
TX0000490,22.1,0,0
TX0000491,60.82,0,0
TX0000492,179.96,0,0
TX0000493,58.0,0,0
TX0000494,54.72,0,0
TX0000495,34.93,0,0
TX0000496,135.34,0,0
TX0000497,11.05,0,0
TX0000498,37.65,0,0
TX0000499,55.88,0,0
TX0000500,35.58,0,0
TX0000501,42.91,0,0
TX0000502,71.37,0,0
TX0000503,113.31,0,0
TX0000504,345.8,0,0
TX0000505,27.44,0,0
TX0000506,19.86,0,0
TX0000507,8.98,0,0
TX0000508,53.16,0,0
TX0000509,37.61,0,0
TX0000510,30.37,0,0
TX0000511,9.84,0,0
TX0000512,275.48,0,0
TX0000513,32.49,0,0
TX0000514,8.92,0,0
TX0000515,99.47,0,0
TX0000516,64.72,0,0
TX0000517,114.72,0,0
TX0000518,251.88,0,0
TX0000519,42.46,0,0
TX0000520,25.0,0,0
TX0000521,13.23,0,0
TX0000522,31.73,0,0
TX0000523,55.97,0,0
TX0000524,45.47,0,0
TX0000525,36.5,0,0
TX0000526,7.47,0,0
TX0000527,86.75,0,0
TX0000528,21.09,0,0
TX0000529,127.08,0,0
TX0000530,131.78,0,0
TX0000531,601.84,0,0
TX0000532,64.28,0,0
TX0000533,40.58,0,0
TX0000534,139.1,0,0
TX0000535,98.48,0,0
TX0000536,47.43,0,0
TX0000537,8.58,0,0
TX0000538,30.2,0,0
TX0000539,32.55,0,0
TX0000540,44.91,0,0
TX0000541,19.37,0,0
TX0000542,419.35,0,0
TX0000543,21.44,0,0
TX0000544,51.9,0,0
TX0000545,85.99,0,0
TX0000546,100.83,0,0
TX0000547,37.34,0,0
TX0000548,59.48,0,0
TX0000549,11.98,0,0
TX0000550,41.4,0,0
TX0000551,31.75,0,0
TX0000552,59.86,0,0
TX0000553,194.6,0,0
TX0000554,48.11,0,0
TX0000555,102.71,0,0
TX0000556,116.01,0,0
TX0000557,63.51,0,0
TX0000558,61.06,0,0
TX0000559,25.86,0,0
TX0000560,73.61,0,0
TX0000561,89.16,0,0
TX0000562,41.16,0,0
TX0000563,146.91,0,0
TX0000564,169.24,0,0
TX0000565,19.96,0,0
TX0000566,72.81,0,0
TX0000567,67.38,0,0
TX0000568,122.78,0,1
TX0000569,96.65,0,0
TX0000570,24.88,0,0
TX0000571,243.73,0,0
TX0000572,23.79,0,0
TX0000573,9.91,0,0
TX0000574,8.89,0,0
TX0000575,24.63,0,0
TX0000576,10.13,0,0
TX0000577,40.62,0,0
TX0000578,123.79,1,1
TX0000579,24.2,0,0
TX0000580,21.54,0,0
TX0000581,103.78,0,0
TX0000582,6.02,0,0
TX0000583,200.12,0,0
TX0000584,19.17,0,0
TX0000585,132.08,0,0
TX0000586,43.96,0,0
TX0000587,48.52,0,0
TX0000588,45.85,0,0
TX0000589,97.35,0,0
TX0000590,63.1,0,0
TX0000591,95.66,0,0
TX0000592,32.06,0,0
TX0000593,144.04,0,0
TX0000594,65.79,0,0
TX0000595,125.22,0,0
TX0000596,49.65,0,0
TX0000597,35.87,0,0
TX0000598,35.2,0,0
TX0000599,65.74,0,0
TX0000600,7.33,0,0
TX0000601,34.99,0,0
TX0000602,12.82,1,1
TX0000603,45.73,0,0
TX0000604,24.12,0,0
TX0000605,8.27,0,0
TX0000606,191.53,0,0
TX0000607,28.63,0,0
TX0000608,207.32,0,0
TX0000609,36.65,0,0
TX0000610,44.35,0,0
TX0000611,53.74,0,0
TX0000612,164.16,0,0
TX0000613,50.56,0,0
TX0000614,16.16,0,0
TX0000615,81.51,0,0
TX0000616,31.8,0,0
TX0000617,83.55,0,0
TX0000618,44.79,0,0
TX0000619,140.84,0,0
TX0000620,9.5,0,0
TX0000621,417.9,0,0
TX0000622,2.28,0,0
TX0000623,40.3,0,0
TX0000624,35.21,0,0
TX0000625,60.33,0,0
TX0000626,7.11,0,0
TX0000627,49.48,0,0
TX0000628,164.47,0,0
TX0000629,714.0,0,0
TX0000630,27.07,0,0
TX0000631,53.43,0,0
TX0000632,6.97,0,0
TX0000633,85.43,0,0
TX0000634,113.55,0,0
TX0000635,139.5,0,0
TX0000636,17.61,0,0
TX0000637,12.06,0,0
TX0000638,41.93,0,0
TX0000639,131.88,0,0
TX0000640,104.17,0,0
TX0000641,82.21,0,0
TX0000642,125.96,0,0
TX0000643,19.73,0,0
TX0000644,41.86,0,0
TX0000645,98.75,0,0
TX0000646,63.3,0,0
TX0000647,263.26,0,0
TX0000648,199.85,0,0
TX0000649,66.47,0,0
TX0000650,65.99,0,0
TX0000651,109.88,0,0
TX0000652,65.09,0,0
TX0000653,17.09,0,0
TX0000654,38.02,0,0
TX0000655,10.0,0,0
TX0000656,12.95,0,0
TX0000657,19.48,0,1
TX0000658,28.9,0,0
TX0000659,173.05,0,0
TX0000660,299.96,0,0
TX0000661,168.94,0,0
TX0000662,101.49,0,0
TX0000663,105.92,0,0
TX0000664,42.68,0,0
TX0000665,17.66,0,0
TX0000666,76.36,0,0
TX0000667,156.75,0,0
TX0000668,21.24,0,0
TX0000669,7.79,0,0
TX0000670,35.42,0,1
TX0000671,43.88,0,0
TX0000672,52.82,0,0
TX0000673,85.9,0,0
TX0000674,44.74,0,0
TX0000675,79.35,0,0
TX0000676,63.75,0,0
TX0000677,27.7,0,0
TX0000678,54.2,0,0
TX0000679,39.02,0,0
TX0000680,38.28,0,0
TX0000681,23.97,0,0
TX0000682,76.0,0,0
TX0000683,58.64,0,0
TX0000684,42.28,0,0
TX0000685,32.05,0,1
TX0000686,41.94,0,0
TX0000687,25.64,0,0
TX0000688,62.43,0,0
TX0000689,32.49,0,0
TX0000690,34.29,0,0
TX0000691,49.13,0,0
TX0000692,10.38,0,0
TX0000693,7.7,0,0
TX0000694,34.42,0,0
TX0000695,12.74,0,0
TX0000696,14.98,0,0
TX0000697,38.57,0,0
TX0000698,149.22,0,0
TX0000699,44.84,0,0
TX0000700,138.51,0,0
TX0000701,1.88,0,0
TX0000702,76.48,1,1
TX0000703,31.82,0,0
TX0000704,32.15,0,0
TX0000705,98.51,0,0
TX0000706,115.49,0,0
TX0000707,131.24,0,0
TX0000708,262.29,0,0
TX0000709,10.47,0,0
TX0000710,193.63,0,0
TX0000711,108.77,0,0
TX0000712,119.8,0,0
TX0000713,14.69,0,0
TX0000714,58.85,0,0
TX0000715,46.1,0,0
TX0000716,32.5,0,0
TX0000717,39.02,0,0
TX0000718,16.71,0,0
TX0000719,27.61,0,0
TX0000720,39.54,0,0
TX0000721,22.97,0,0
TX0000722,11.34,0,0
TX0000723,72.81,0,0
TX0000724,12.13,0,0
TX0000725,111.72,0,0
TX0000726,36.63,0,0
TX0000727,14.1,0,0
TX0000728,13.96,0,0
TX0000729,112.42,0,0
TX0000730,51.57,0,0
TX0000731,69.34,0,0
TX0000732,78.37,0,1
TX0000733,56.91,0,0
TX0000734,288.25,0,0
TX0000735,44.17,0,0
TX0000736,392.75,0,0
TX0000737,24.07,0,0
TX0000738,6.61,0,0
TX0000739,7.32,0,0
TX0000740,17.47,0,0
TX0000741,40.8,0,0
TX0000742,252.97,0,0
TX0000743,44.39,0,0
TX0000744,38.19,0,0
TX0000745,201.77,0,0
TX0000746,56.89,0,0
TX0000747,69.31,0,0
TX0000748,39.11,0,0
TX0000749,27.96,0,0
TX0000750,11.49,0,0
TX0000751,27.21,0,0
TX0000752,328.27,0,0
TX0000753,6.07,0,0
TX0000754,1.54,0,0
TX0000755,83.46,0,1
TX0000756,18.51,0,0
TX0000757,37.31,0,0
TX0000758,142.18,0,0
TX0000759,57.29,0,0
TX0000760,25.72,0,0
TX0000761,21.82,0,0
TX0000762,30.17,0,0
TX0000763,37.57,0,0
TX0000764,49.99,0,0
TX0000765,3.04,0,0
TX0000766,90.56,0,0
TX0000767,143.57,0,0
TX0000768,89.79,0,0
TX0000769,46.07,0,0
TX0000770,9.34,0,0
TX0000771,26.38,0,0
TX0000772,42.65,0,0
TX0000773,4.42,0,0
TX0000774,12.31,0,0
TX0000775,75.84,0,0
TX0000776,10.83,0,0
TX0000777,27.74,0,0
TX0000778,172.07,0,0
TX0000779,16.57,0,0
TX0000780,104.2,0,0
TX0000781,847.62,0,0
TX0000782,98.68,0,1
TX0000783,306.31,0,0
TX0000784,21.23,0,0
TX0000785,35.55,1,1
TX0000786,103.44,0,0
TX0000787,43.06,0,0
TX0000788,30.96,0,0
TX0000789,71.59,0,0
TX0000790,9.56,0,0
TX0000791,37.82,0,0
TX0000792,45.65,0,0
TX0000793,9.31,0,0
TX0000794,55.16,0,0
TX0000795,25.73,0,0
TX0000796,154.73,0,0
TX0000797,36.03,0,0
TX0000798,133.05,0,0
TX0000799,15.23,0,0
TX0000800,19.2,0,0
TX0000801,281.53,0,0
TX0000802,42.91,0,0
TX0000803,107.28,0,0
TX0000804,155.73,0,0
TX0000805,31.71,0,0
TX0000806,42.25,0,0
TX0000807,41.97,0,0
TX0000808,20.04,0,0
TX0000809,50.71,0,0
TX0000810,32.46,0,0
TX0000811,74.8,0,0
TX0000812,52.91,0,0
TX0000813,80.86,0,0
TX0000814,123.33,0,0
TX0000815,46.64,0,0
TX0000816,45.43,0,0
TX0000817,65.89,0,0
TX0000818,85.73,0,0
TX0000819,155.0,0,0
TX0000820,21.95,0,0
TX0000821,91.8,0,0
TX0000822,30.77,0,0
TX0000823,26.33,0,0
TX0000824,11.48,0,0
TX0000825,23.8,0,0
TX0000826,11.32,0,0
TX0000827,297.61,0,0
TX0000828,69.65,0,0
TX0000829,85.82,0,0
TX0000830,310.46,0,0
TX0000831,36.93,0,0
TX0000832,9.41,0,0
TX0000833,41.13,0,0
TX0000834,35.84,0,0
TX0000835,193.99,0,0
TX0000836,146.15,0,0
TX0000837,15.57,0,0
TX0000838,36.04,0,0
TX0000839,69.93,0,0
TX0000840,102.13,0,0
TX0000841,22.2,0,0
TX0000842,20.01,0,0
TX0000843,133.75,0,0
TX0000844,62.08,0,0
TX0000845,62.52,0,0
TX0000846,24.12,0,0
TX0000847,48.16,0,0
TX0000848,86.73,0,0
TX0000849,61.01,0,0
TX0000850,75.43,0,0
TX0000851,68.69,0,0
TX0000852,36.37,0,0
TX0000853,80.91,0,0
TX0000854,145.72,0,0
TX0000855,86.08,0,0
TX0000856,62.86,0,0
TX0000857,414.71,0,0
TX0000858,126.54,0,0
TX0000859,93.26,0,0
TX0000860,56.1,0,0
TX0000861,342.73,0,0
TX0000862,16.68,0,0
TX0000863,37.32,0,0
TX0000864,152.87,0,0
TX0000865,348.14,0,0
TX0000866,24.9,0,0
TX0000867,19.69,0,0
TX0000868,65.34,0,0
TX0000869,42.62,0,0
TX0000870,77.48,0,0
TX0000871,79.96,0,0
TX0000872,2144.28,0,0
TX0000873,65.17,0,0
TX0000874,35.86,0,0
TX0000875,59.89,0,0
TX0000876,30.57,0,0
TX0000877,41.25,0,0
TX0000878,29.15,0,0
TX0000879,27.69,1,1
TX0000880,36.58,0,0
TX0000881,117.56,0,0
TX0000882,384.14,0,0
TX0000883,175.59,0,0
TX0000884,123.98,0,0
TX0000885,5.97,0,0
TX0000886,47.59,0,0
TX0000887,176.21,0,0
TX0000888,14.19,0,0
TX0000889,15.69,0,0
TX0000890,22.9,0,0
TX0000891,28.49,0,0
TX0000892,81.8,0,0
TX0000893,379.69,0,0
TX0000894,378.71,0,0
TX0000895,100.52,0,0
TX0000896,56.61,0,0
TX0000897,73.23,0,0
TX0000898,143.41,0,0
TX0000899,17.5,0,0
TX0000900,225.23,0,0
TX0000901,53.34,0,0
TX0000902,50.91,0,0
TX0000903,76.22,0,0
TX0000904,6.07,0,0
TX0000905,25.27,0,0
TX0000906,36.22,0,0
TX0000907,82.04,0,0
TX0000908,164.06,0,0
TX0000909,47.65,0,0
TX0000910,24.53,0,0
TX0000911,111.72,0,0
TX0000912,46.44,0,0
TX0000913,115.73,0,0
TX0000914,42.83,0,0
TX0000915,27.75,0,0
TX0000916,212.76,0,0
TX0000917,12.25,0,0
TX0000918,44.3,0,0
TX0000919,44.69,0,0
TX0000920,859.83,0,0
TX0000921,106.08,0,0
TX0000922,112.9,0,0
TX0000923,70.21,0,0
TX0000924,52.29,0,0
TX0000925,220.04,0,0
TX0000926,38.54,0,0
TX0000927,44.16,0,0
TX0000928,28.38,0,0
TX0000929,559.75,0,0
TX0000930,18.76,0,0
TX0000931,36.03,0,0
TX0000932,23.49,0,0
TX0000933,124.39,0,0
TX0000934,35.53,0,0
TX0000935,29.47,0,0
TX0000936,6.86,0,0
TX0000937,76.9,0,0
TX0000938,43.26,0,0
TX0000939,93.94,0,0
TX0000940,47.39,0,0
TX0000941,38.63,0,0
TX0000942,2.3,0,0
TX0000943,85.97,0,0
TX0000944,29.71,0,1
TX0000945,24.51,0,0
TX0000946,43.35,0,0
TX0000947,39.72,0,0
TX0000948,101.43,0,0
TX0000949,102.2,0,0
TX0000950,124.04,0,0
TX0000951,256.45,0,0
TX0000952,114.29,0,0
TX0000953,51.95,0,0
TX0000954,183.29,0,0
TX0000955,18.73,0,0
TX0000956,77.59,0,0
TX0000957,11.11,0,0
TX0000958,13.4,0,0
TX0000959,29.67,0,0
TX0000960,92.54,0,0
TX0000961,94.01,0,0
TX0000962,79.64,0,0
TX0000963,86.68,0,0
TX0000964,128.95,0,0
TX0000965,35.63,0,0
TX0000966,2510.61,0,0
TX0000967,76.46,0,0
TX0000968,65.22,0,0
TX0000969,54.23,0,0
TX0000970,67.57,0,0
TX0000971,58.58,0,0
TX0000972,22.15,1,1
TX0000973,27.8,0,0
TX0000974,140.34,0,0
TX0000975,43.91,0,0
TX0000976,11.58,0,0
TX0000977,31.62,0,0
TX0000978,50.11,0,0
TX0000979,52.53,0,0
TX0000980,10.53,0,0
TX0000981,113.86,0,0
TX0000982,37.41,0,0
TX0000983,290.59,0,0
TX0000984,69.91,0,1
TX0000985,349.74,0,0
TX0000986,14.06,0,0
TX0000987,37.67,0,0
TX0000988,37.38,0,0
TX0000989,361.92,0,0
TX0000990,171.82,0,0
TX0000991,47.84,0,0
TX0000992,39.09,0,0
TX0000993,41.47,0,0
TX0000994,6.52,0,0
TX0000995,39.14,0,0
TX0000996,357.98,0,0
